cMVAv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "10.0543+-9.62874*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-6.05421+7.09698*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "3.65962+-2.85062*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "4.1697+-3.36591*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.741962"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.10508"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "2.02388+1.02994*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.0151168+-1.86557*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.40405+0.8993*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.04115+-0.199228*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.08613+0.0846619*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.09059+-0.246608*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.26245+-1.17382*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.587463+0.715568*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.460103+0.973801*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.772202+0.447673*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "2.29027+-1.74227*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.697948+0.265196*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "1.32781+-0.43998*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "9.67527+-9.22863*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-6.88487+7.966*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "2.50177+-1.64654*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "3.69567+-2.85262*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.843432"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "0.953322"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "2.05917+1.23403*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "-0.00993474+-1.74846*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.40431+1.06679*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.03897+-0.0391215*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.08135+0.228337*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.08593+-0.112483*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.25914+-1.04697*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.539552+0.967269*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.523324+1.00017*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.839141+0.467777*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "2.38621+-1.764*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.85933+0.160962*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.165032+0.938277*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "12.0699+-11.5958*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-6.23521+7.41065*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "5.42274+-4.52786*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "5.27195+-4.37553*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.891705"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "0.974024"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "2.20006+1.36859*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.015192+-1.78077*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.38765+0.951305*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.02774+-0.138188*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.07537+0.162417*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.07974+-0.16255*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.24728+-1.06644*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.533068+0.932738*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.507444+0.984692*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.810905+0.473126*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "2.33072+-1.71934*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.822759+0.181774*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.155108+0.929256*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "11.8237+-11.356*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-6.16973+7.32676*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "5.30505+-4.42416*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "5.16682+-4.28452*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.878919"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.08592"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "1.87746+0.887366*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "-0.0104904+-1.834*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.42128+1.01615*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.05281+-0.0992532*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.0924+0.150588*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.09707+-0.196937*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.27477+-1.15569*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.594945+0.747261*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.475523+0.989398*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.800351+0.441812*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "2.34616+-1.78815*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.733205+0.245329*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "1.35679+-0.452817*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "9.89159+-9.43871*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-6.96309+8.06174*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "2.57659+-1.70752*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "3.77912+-2.92232*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.855932"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.1843"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "0.16496+-1.12691*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.502446+-0.64044*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.03029+0.4103*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.935271+0.122682*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "0.951272+0.223666*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "0.959198+-0.365645*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "0.973974+-0.445365*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.967778+-0.428021*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "1.01243+-0.518549*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.04766+-0.577943*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.04407+-0.572765*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "1.0718+-0.607723*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "1.49358+-1.07993*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "0.663566+-0.206054*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "0.5156+-0.0524194*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "0.293892+0.174624*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "0.833631+-0.370621*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.461786"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -1.1, -0.90455, "0"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "8.50011+9.39706*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "1.92445+-0.0813749*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.98614+0.0414267*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.96465+-0.0236304*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.61881+-2.20628*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.575+1.05086*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.53253+1.27997*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "1.55034+1.23013*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "1.42202+1.4903*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.32076+1.661*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.33108+1.64612*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "1.25139+1.74659*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.0391997+3.10371*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "2.42464+0.592196*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "2.84989+0.150653*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "3.48708+-0.501867*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "1.93588+1.06516*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 1.0033, 1.1, "3.00455"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -1.1, -0.90455, "0.9936"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "0.9936+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.9936+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "0.9936+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.9936+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.22458+1.45776*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.26163+-1.29678*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.16538+-0.777477*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "1.04415+-0.43813*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.777194+0.103134*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.507659+0.557509*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "0.16731+1.04849*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "-0.242907+1.56566*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "-1.0226+2.43858*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "-0.294607+1.67211*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-0.342481+1.72182*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "-0.0431223+1.41525*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "-0.490362+1.86706*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 1.0033, 1.1, "1.38286"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.00648"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "1.00648+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "1.00648+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.00648+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "1.00648+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "0.772507+-1.47666*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "0.734978+1.31359*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "0.832479+0.787558*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.955282+0.443811*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "1.2257+-0.104471*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "1.49872+-0.564737*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.84349+-1.06209*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "2.25902+-1.58596*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "3.04883+-2.4702*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "2.31139+-1.69379*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "2.35989+-1.74414*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "2.05665+-1.4336*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "2.50969+-1.89127*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.612179"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -1.1, -0.90455, "1.05071"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "0.46167+-0.651037*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "1.47006+0.802499*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "1.36225+0.587883*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "0.960527+-0.628168*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "1.24481+1.16597*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "1.27064+-0.754488*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "1.18774+-0.307226*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "1.57719+-1.39737*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "0.211375+1.37193*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "1.3914+-0.617317*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "1.12313+-0.230328*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "0.371303+0.717518*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "2.65621+-1.8406*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "-11.8499+13.4322*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "8.72754+-7.93363*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "1.69718+-0.734077*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "4.60496+-3.67153*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 1.0033, 1.1, "0.921445"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -1.1, -0.90455, "1.05071"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "0.461288+-0.650498*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "1.46884+0.801834*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "1.36112+0.587397*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "0.959731+-0.627648*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "1.24378+1.16501*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "1.26959+-0.753863*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "1.18676+-0.306972*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "1.57589+-1.39621*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "0.2112+1.37079*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "1.39024+-0.616806*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "1.1222+-0.230138*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "0.370995+0.716924*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "2.65401+-1.83907*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "-11.8401+13.4211*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "8.72032+-7.92706*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "1.69577+-0.733469*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "4.60115+-3.66849*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 1.0033, 1.1, "0.921445"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -1.1, -0.90455, "1.05071"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "0.462008+-0.651514*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "1.47114+0.803086*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "1.36325+0.588314*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "0.96123+-0.628628*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "1.24572+1.16683*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "1.27157+-0.75504*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "1.18861+-0.307451*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "1.57835+-1.39839*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "0.211529+1.37293*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "1.39241+-0.617769*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "1.12396+-0.230497*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "0.371574+0.718043*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "2.65815+-1.84194*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "-11.8586+13.4421*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "8.73393+-7.93944*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "1.69842+-0.734615*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "4.60833+-3.67422*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 1.0033, 1.1, "0.921445"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -1.1, -0.90455, "0.615796"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "1.451+0.905368*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "1.71894+1.29158*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.50235, -0.33035, "1.47088+0.797795*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.33035, -0.15845, "1.0114+-0.593116*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.15845, 0.01345, "1.31784+1.3409*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.01345, 0.18535, "1.34669+-0.804184*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.18535, 0.35725, "1.25098+-0.287772*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.35725, 0.4932, "1.69571+-1.53266*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.4932, 0.5932, "0.169184+1.56249*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.5932, 0.6932, "1.4844+-0.65467*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.6932, 0.7932, "1.21898+-0.271771*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.7932, 0.8932, "0.318106+0.863971*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.8932, 0.9498, "2.84488+-1.96493*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.9498, 0.9631, "-12.777+14.4826*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.9631, 0.9765, "9.41104+-8.55553*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.9765, 0.9899, "1.79504+-0.756244*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.9899, 1.0033, "4.94533+-3.93868*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 1.0033, 1.1, "0.968098"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -1.1, -0.90455, "1.36854"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -0.90455, -0.69375, "-0.339298+-1.91125*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -0.69375, -0.50235, "1.2687+0.406588*x"
